temperature,vibration_rms,acoustic_db,pressure_bar,humidity,load_percent,operating_hours,speed_rpm,distance_km,days_since_last_maintenance,weekday,month,maintenance_type,failure_within_30d
64.96714153011233,2.576240317977297,41.60752634756389,4.856576783541071,23.339983568259697,68.23582701616048,1955.5619677241446,1656.1512004776207,3238.70630045472,233.17387539122794,6,8,Major,0
58.61735698828815,2.546585891616146,43.47250268473174,4.96734409625969,79.1460563494888,83.11217973974655,20787.963023962828,1214.3037746706445,25242.901967711852,15.554492519558499,5,6,None,0
66.47688538100692,1.204356827369985,42.01309469477429,5.064294878587582,68.00110888690503,52.82910468159443,5786.0438700721215,1590.116596292846,9200.484384680169,28.36587083377555,2,1,Minor,0
75.23029856408026,2.669909808298563,45.5520902347306,5.94686146164618,72.12854429788698,87.36984260964832,5248.350909423381,1355.2364944701114,7112.756688235964,421.96415998752536,0,9,None,1
57.658466252766644,3.732829081821745,50.98589265730956,4.252782691513256,61.657656688576765,65.76794959397219,44382.621064614825,1128.2460887095986,50074.51862283192,262.07036321509634,2,8,Minor,0
57.6586304305082,1.7257678809232049,41.14478921429398,4.15365300848734,31.163001968521968,47.63772484022563,3875.1573335469575,1303.985556617281,5053.149192564767,32.181139174253516,3,2,None,0
75.79212815507391,4.048482651050593,50.00410248884207,6.236619742142976,21.861706545081937,47.15871481101806,15400.058776176476,1505.506761935732,23184.892621741397,116.41801953735401,0,10,Minor,0
67.67434729152909,3.4877748210843382,41.09163963826556,4.537355258118701,71.87939646416082,49.89440463080201,15863.983181618372,1779.0334786985634,28222.557185610036,54.049112677023516,2,12,None,0
55.30525614065048,2.265766678028962,40.76186393751558,3.736964646422934,43.77983922416739,93.43436405462694,2118.7087725526844,1682.6658823893276,3565.078966293372,75.8684927224881,3,5,None,0
65.42560043585965,2.8584703626621524,49.09297309171607,4.51487005790013,35.8318925623952,99.45626933554286,797.1457235533824,1441.2619547658494,1148.8958037617854,236.68861255531408,6,3,None,0
55.365823071875376,4.5983218076410335,49.60968189003808,4.669947264755999,53.70037753033667,61.41842795207701,29711.9752102734,1694.4374139636186,50345.082439046804,159.6861803937606,6,1,None,0
55.34270246429743,3.733547813505866,49.25704968381327,6.554962727725765,45.25391134854316,57.528631132317855,4439.569756772932,1428.644034152189,6342.564847216135,32.68676180136652,3,7,None,0
62.41962271566034,3.008783654898148,38.421012958909294,5.924826212376737,59.09995974125342,53.12625835566024,17.78232463839864,1206.6976830508222,21.457889940413192,45.57446840384171,0,9,None,0
40.86719755342202,2.762316683039016,42.670245109639744,6.147520616632242,49.02759398327082,89.42898863003472,5529.478199966629,1504.2175271265353,8317.538024253889,41.049910680481815,0,12,None,0
42.75082167486967,3.0766090704516595,49.114942960016606,5.8199736423467865,61.83398842641624,52.55244894513257,7725.956568513583,1198.813200998643,9261.97872467626,182.05738902627965,5,11,None,0
54.37712470759027,2.488236442057697,45.20770920281947,5.946243671615314,71.20539617054857,95.44540779581618,11972.026132576197,1658.2816614970125,19852.991386614107,80.82215316876125,0,7,Major,0
49.87168879665576,0.8952504942809854,39.63153576901268,4.311917873419682,31.73342065734734,80.04102273827696,22909.51245302,1661.1760178013756,38056.73266647878,361.2389235132238,6,3,Minor,1
63.142473325952736,5.042177910534731,47.29158969562721,4.801397844646516,39.76597283392921,93.82766750015168,19736.90751501392,1324.0060120939474,26131.784210020644,203.58734057725403,3,6,None,0
50.91975924478789,3.1553249991994017,41.42596370504265,4.010084686976451,46.208935194238336,73.24059126364878,22525.415602477617,1529.1195013651325,34444.05227410295,28.46824985316034,0,3,None,0
45.87696298664709,3.398147265122537,53.97262424196106,4.789511969462967,77.7235068816583,81.4407917309498,261.21988364523236,1527.2098468382883,398.93757849295076,184.9814385905138,6,4,Major,0
74.65648768921554,2.9420922501230913,52.724207312091295,5.684104990934741,41.92001681284911,77.16748603946246,9952.086789458705,1674.3926763534482,16663.701234703556,84.64564759029986,6,1,None,0
57.74223699513465,2.264883199275412,48.020487131777834,5.134583284812247,42.86599097555777,89.87172737942781,2047.9992931315985,1250.9863492032305,2562.019158885495,35.11694201389387,0,2,None,0
60.67528204687924,2.8140755190512294,51.80503352384887,6.311480818960295,59.20835137757367,90.15164867115286,1661.633701379183,1619.897504713636,2691.6762866122217,54.180785810507516,3,1,Minor,0
45.75251813786544,1.4006052378056888,45.32395675061691,3.8585842077727808,45.15198259339695,75.38757999070751,12888.256202827695,1236.646149798898,15938.212410848635,429.6078135054704,5,10,None,0
54.556172754748175,5.277086498053304,48.82718747187508,5.50023835069824,77.0734247383763,77.95045895978635,4318.3245503127,1655.437747534574,7148.717466692909,79.38885511416868,3,2,Major,0
61.10922589709866,1.765488001577604,52.388601476510374,3.7516971981306817,73.66812562852664,95.3125552298698,19872.8630262316,1712.5394802666292,34033.06251835258,152.58707828443028,0,4,None,0
48.490064225776976,1.9680337161528205,46.22749340897156,5.094176469173642,50.804526666540376,95.79198903789816,346.89415946643015,1366.0817212720215,473.885770463112,77.8004299779468,0,6,None,0
63.75698018345672,2.5597407956135996,43.72406414242858,5.740333422556478,58.68651403687099,79.8549870337109,12963.215566562296,1743.8257733083078,22605.589409922788,55.74124595305526,6,11,None,0
53.99361310081195,4.288075724852377,36.47689020911442,4.785497433175781,23.48183371301723,40.465256690389815,1177.1898449443727,1185.1934073962423,1395.197643481875,191.0035584779118,0,12,None,0
57.083062502067236,3.014508999262654,44.58433237139253,5.551126604086956,61.74383168194389,46.26467288523646,1554.2838549175851,1719.9166890421097,2673.23874158146,226.32131176645882,5,8,Minor,0
53.98293387770603,1.7638642039695376,49.11711592281156,4.040267665167066,62.43205237694193,91.47655190646498,5190.772298935844,1787.691247632528,9279.498207260986,8.952494373341562,6,10,None,0
78.52278184508938,4.254338360757339,49.72816713783815,3.336310021803617,41.551957738592485,45.08284698224809,4028.0192444792265,1569.1630388303063,6320.618918133977,39.250207097414226,3,9,None,0
59.86502775262066,3.731000626785481,47.52182532859205,5.5570296224878035,33.18097301751636,52.811150851303985,5326.938365272091,1460.8948437941278,7782.096791035117,85.08173982244472,4,10,Minor,0
49.422890710440996,3.5384349572164524,42.2935045251888,6.744010234075732,74.904704109021,53.83280081329911,22510.82278669375,1562.4839640199846,35172.79962110464,45.66303926455105,1,7,Minor,1
68.22544912103189,3.7157342411708405,35.115892155262046,4.003955059830108,45.60229404830766,76.01408618679429,8569.275184952587,1379.2483262537746,11819.158456053861,183.6657839750444,2,4,None,0
47.791563500289776,5.394361900582451,42.523924509976325,6.222194180106795,59.22236628810264,74.59796787302585,2743.4092238898584,2024.9253358325486,5555.198844011283,14.62396704752336,1,7,None,0
62.08863595004755,5.185094895036112,43.478275644730246,5.043423408816411,21.999727698575356,57.365051405224015,1518.7216472983307,1382.6937419131418,2099.9269174274195,191.81873965119243,5,1,None,0
40.403298761202244,2.3132846569967045,43.43535516404993,3.664308478306924,44.84402999461018,52.45668193410657,4358.45570666518,1763.4802339314638,7686.050489169834,115.44448528623697,3,11,None,0
46.71813951101569,4.623884992811153,48.092781784889624,3.8684946986478375,69.0355286608328,85.87192179144856,4806.6011740935255,1351.7545165151716,6497.34484616805,40.99202015624191,6,12,Minor,1
61.96861235869123,3.3831681897589005,54.928382055074195,5.01578477336065,43.2545600240429,96.12736933635857,7356.256030993982,1819.3616559007298,13383.69015377894,50.67454235788039,4,10,Major,0
67.3846657999541,3.4990958161377494,45.617646009205465,4.595537712075896,56.18966960821261,43.16834079498632,2473.9994693687313,1902.465716351034,4706.699172744661,24.23913102731113,5,11,None,0
61.7136828118997,1.3077291683566714,43.91634105421769,3.687087023241761,32.591348029072364,47.99082776229177,11671.238617640787,1577.1981622038686,18407.85609838587,34.93430075009506,6,11,None,0
58.843517176117594,2.829614234611804,43.70389093497954,3.305960718774595,44.99153893037357,78.52983932234244,829.2091129477875,1557.3314537134302,1291.3534332994018,151.5910680017567,3,6,Minor,0
56.98896304410711,2.187176409663435,45.62192383453857,4.153280672073494,75.6582630831912,88.26648710028553,6576.091640699694,1308.6841950430844,8606.027195338635,56.5703106765641,0,1,None,0
45.214780096325725,3.8280588148933092,40.85853119825801,5.193809008331118,53.98710498206223,87.47132012658398,7815.370461103882,1284.866478086343,10041.707519298583,139.57200658707478,5,8,None,1
52.801557916052914,4.071080500402805,45.60099279373028,4.993599247396862,74.11588754557589,83.18098918496136,1853.7575830879168,1559.5829210331256,2891.08866631956,86.61215490652383,2,4,None,0
55.393612290402125,0.9255136489836886,47.254061681658996,4.498762042499922,74.1211579693726,93.24567726988552,13990.121717214397,1791.6384954362243,25065.24062439965,18.840253907326925,1,8,Minor,0
70.57122226218915,2.9779651359957295,46.04843031787244,5.201887194291483,76.64886802546877,53.04093277424877,7645.079825578447,1390.359502170194,10629.409380342642,82.95482416954327,3,8,Minor,0
63.43618289568462,4.121861504794252,47.28770967002391,6.040026719862688,73.72349960480632,46.43745678951683,8301.391753468975,1941.585843558837,16117.864710371434,169.5017409301631,4,2,None,0
42.36959844637266,2.813321037686555,47.168738046742675,5.394126510434148,20.19686774061804,76.9217782054821,5509.154760670851,1377.9708120740324,7591.454459403134,42.40316853308647,0,6,Minor,0
63.24083969394795,3.7290636450023644,36.14051658876778,4.87869132861042,76.04089349489581,89.33655349140594,19227.5763547333,1545.8783881499942,29723.494743286057,125.32273587025874,4,10,None,0
56.149177195836835,3.351165467627084,48.18435079197702,5.928072006660689,28.247566345122586,74.9226147088344,9471.468345796759,1546.403293280731,14646.709842144304,26.632211995547554,2,4,Major,0
53.23077999694041,3.3416602319526265,41.64492577168773,4.040149697783705,22.395575066669032,97.77984924753437,3848.006245567976,1479.6931249528966,5693.868386342741,17.500097103365334,4,3,Major,0
66.11676288840867,2.7286850219317027,39.52080418498021,4.775080460444649,23.32331207468317,87.73386768350736,2180.8333432260642,1091.234496734754,2379.8005757576652,53.59685929965426,4,9,Minor,0
70.30999522495951,1.7834191958642904,39.47774086072502,4.798912064399632,40.93497171058601,82.04750805455565,589.7034461758761,1376.1853799138207,811.5412611120373,59.15899070996558,6,12,Minor,0
69.31280119116198,1.8784698525749726,47.16770805236265,3.7630467415571545,57.24824511612761,43.615437452304015,1446.0463029326813,1539.9278584605745,2226.806986509955,171.7598426742589,0,10,None,0
51.607824767773614,3.7093525144553174,43.88712536387573,4.580125837715642,44.13867179113985,46.46453432390093,39340.3865797576,1480.8029808039573,58255.361713285056,73.95983828880381,4,12,None,0
56.907876241487855,3.019458255518883,36.590156080072944,2.925040319104697,21.53325707896277,87.09025795547166,4177.342915698382,1627.2405318805565,6797.54170798851,10.166974576077937,0,9,None,0
63.31263431403564,2.8614877553927753,47.390189075961416,6.9121780476629535,48.58895805048289,51.89427553462176,18316.342300760414,1651.3671823983705,30247.00657705081,120.61446899616436,2,2,None,0
69.75545127122359,2.5761099576776476,37.801959346005866,4.062586211563687,46.5278445362228,41.730110564739434,1496.126285831698,1451.984307764218,2172.3518894611884,76.0164384500137,3,5,None,0
55.2082576215471,2.694811154519248,45.69910679259105,6.586114131421311,65.41095593009882,94.64564114481789,4432.104300331859,1307.5139255369108,5795.038092115933,48.35197405828503,0,10,Minor,0
58.14341023336183,4.046911794488139,46.19249462836527,5.0380845057194925,36.7767739055263,93.44832242207406,25855.377889845415,1809.6635410766826,46789.534708013416,194.47127440188987,5,10,None,0
48.93665025993972,2.664755918131973,49.42788540847523,5.564864132155959,33.05187042766203,53.10902963388951,764.4454919988596,1228.9075338968696,939.4328243708976,20.122902915481006,6,7,None,0
48.037933759193294,1.6589352866984313,53.90842393233426,4.511200201649069,35.35633746059757,86.81237548437727,7210.907282465509,1380.9385553135703,9957.819885148023,293.31490549878794,5,9,None,0
68.12525822394198,3.7436517755401733,38.176618370497295,5.207929691961675,38.22438935779088,42.8787796726993,20123.4448820098,1330.0080152052396,26764.34298661389,48.78695286092304,3,8,Major,0
73.56240028570824,2.795123336135283,44.73763071968475,5.650489639988436,55.94989240202999,57.103480229395785,23915.357591431923,1649.2915243604216,39443.396577597334,74.151729278168,6,10,None,0
59.27989878419666,3.0313958655327764,43.618323524778916,5.6645524143941826,48.29152912712479,77.42001449539748,14966.809843368763,1763.4043948961182,26392.53825537096,317.8034911077767,6,4,Minor,0
70.03532897892023,4.60757830639951,47.16874842980481,5.774773390074357,40.21367391074347,85.79073976950312,15499.894017643743,1465.261324897811,22711.395244068324,171.87548531375106,6,3,Major,0
63.61636025047634,2.979439442649493,46.07834385466809,4.6316672899608236,42.45884949702071,40.62395132729137,8448.629341398826,1545.9553520669824,13061.20374796566,9.264924007577477,1,1,Minor,0
